,product,price_coefficient,product_desc
4972,282540,1.1605619814074104,Nickel oxides and hydroxides
875,610721,1.1594481178996008,"Nightshirts and pyjamas: men's or boys', of cotton, knitted or crocheted"
3169,300339,1.1587584844856496,"Medicaments: containing hormones (excluding insulin), (but not containing antibiotics), for therapeutic or prophylactic uses, not packaged for retail sale"
4191,292216,1.1572107700230845,"Amino-alcohols, other than those containing more than one kind of oxygen function: their ethers and esters: salts thereof, Diethanolammonium perfluorooctane sulphonate"
3060,721041,1.1565751583880661,"Iron or non-alloy steel: flat-rolled, width 600mm or more, corrugated, plated or coated with zinc (not electrolytically)"
5228,440394,1.1534379725472137,"Wood: of beech (Fagus spp.), in the rough, whether or not stripped of bark or sapwood, or roughly squared, untreated, of which any cross-sectional dimension is less than 15 cm"
2901,252330,1.1470870059259775,"Cement: aluminous (ciment fondu), whether or not coloured or in the form of clinkers"
260,81040,1.1463904402073752,"Fruit, edible: cranberries, bilberries and other fruits of the genus vaccinium, fresh"
3425,120110,1.146103035426874,"Soya beans: seed, whether or not broken"
1973,690100,1.1458694026542842,"Bricks, blocks, tiles and other ceramic goods of siliceous fossil meals (e.g. kieselguhr, tripolite or diatomite) or of similar siliceous earths"
2117,500710,1.1430879673809617,Silk: woven fabrics of noil silk
5226,520625,1.1416984846543201,"Cotton yarn: (not sewing thread), single, of combed fibres, less than 85% by weight of cotton, measuring less than 125 decitex (exceeding 80 metric number), not for retail sale"
4918,390519,1.1343591080975015,"Poly(vinyl acetate): (other than in aqueous dispersion), in primary forms"
1182,100710,1.1320759767236914,"Cereals: grain sorghum, seed"
118,610990,1.131517420815777,"T-shirts, singlets and other vests: of textile materials (other than cotton), knitted or crocheted"
3527,282739,1.1268164457500098,"Chlorides: other than of ammonium, calcium, magnesium, aluminium and nickel"
582,950790,1.1260229748070432,"Fishing tackle n.e.c., butterfly nets, decoy birds (other than those of heading no. 9208 or 9705) and similar hunting or shooting requisites"
1363,950651,1.1237128675697396,Lawn-tennis racquets: whether or not strung
5080,293293,1.123236923149634,"Heterocyclic compounds: with oxygen hetero-atom(s) only, (other than lactones or compounds containing an unfused furan ring (whether or not hydrogenated) in the structure), piperonal"
4520,531100,1.1190585005624216,"Fabrics, woven: of vegetable textile fibres n.e.c. in heading no. 5309 and 5310, woven fabrics of paper yarn"
1817,30617,1.1175381501201314,"Crustaceans: frozen, shrimps and prawns, excluding cold-water varieties, in shell or not, smoked, cooked or not before or during smoking: in shell, cooked by steaming or by boiling in water"
754,250590,1.117275901632205,"Sands: natural, (other than silica and quartz sands), whether or not coloured, (other than metal-bearing sands of chapter 26)"
472,630130,1.1160272878884578,Blankets (other than electric blankets) and travelling rugs: of cotton
2101,440929,1.1148438517558612,"Wood: non-coniferous, other than bamboo or tropical wood, (including unassembled strips and friezes for parquet flooring), continuously shaped along any edges, ends or faces, whether or not planed, sanded or end-jointed"
3928,380862,1.1138402432271282,"Insecticides: containing goods specified in Subheading Note 2 to this Chapter: put up in forms or packings for retail sale or as preparations or articles, in packings of a net weight content exceeding 300g but not exceeding 7.5kg"
4941,290899,1.1022906452737091,"Phenol or phenol-alcohol derivatives, sulphonated, nitrated or nitrosated derivatives thereof: other than dinoseb (ISO), and 4,6-dinitro-o-cresol (DNOC (ISO)), and their salts"
2250,283529,1.1010284560057293,"Phosphates: (other than of mono- or disodium, other than of potassium or of calcium hydrogenorthophosphate (dicalcium phosphate) and excluding other phosphates of calcium), whether or not chemically defined"
2468,30399,1.100500543494428,"Fish: frozen, fish fins (other than shark fins), heads, tails, maws and other edible fish offal"
5010,292221,1.0981732348938311,"Amino-naphthols and other amino-phenols, other than those containing more than one kind of oxygen function: their ethers and esters: salts thereof, aminohydroxynaphthalenesulphonic acids and their salts"
1370,700100,1.0894852647067392,"Glass: cullet and other waste and scrap of glass, glass in the mass"
4487,521131,1.0834822190748932,"Fabrics, woven: containing less than 85% by weight of cotton, mixed mainly or solely with man-made fibres, weighing more than 200g/m2, dyed, plain weave"
4614,291300,1.078266892004656,"Aldehydes: halogenated, sulphonated, nitrated or nitrosated derivatives of products of heading no. 2912"
4384,510620,1.0757212514736465,"Yarn: of carded wool, containing less than 85% by weight of wool, not put up for retail sale"
4202,30447,1.0757099614701373,"Fish fillets: fresh or chilled, dogfish and other sharks"
713,570249,1.0731659927988473,"Carpets and other textile floor coverings: woven, (not tufted or flocked), of textile materials (other than man-made, wool or fine animal hair), of pile construction, made up, n.e.c. in item no. 5702.10 or 5702.20"
5351,470419,1.069672578267326,"Wood pulp: chemical wood pulp, sulphite, (other than dissolving grades), unbleached, of non-coniferous wood"
5310,292021,1.0695099773069183,"Esters: phosphite esters and their salts: their halogenated, sulphonated, nitrated or nitrosated derivatives, dimethyl phosphite"
3874,282580,1.068766502192537,Antimony oxides
834,520833,1.0663234501111312,"Fabrics, woven: containing 85% or more by weight of cotton, dyed, 3-thread or 4-thread twill, including cross twill, weighing not more than 200g/m2"
3798,20621,1.0636312277803264,"Offal, edible: of bovine animals, tongues, frozen"
1669,640620,1.0635121887165184,"Footwear: parts, outer soles and heels, of rubber or plastics"
4690,870530,1.0611214510154692,Vehicles: fire fighting vehicles
4374,70521,1.0596548976697626,"Vegetables: witloff chicory (cichorium intybus var. foliosum), fresh or chilled"
1459,630533,1.059507646500219,"Sacks and bags: of a kind used for the packing of goods, of man-made textile materials, of polyethylene or polypropylene strip or the like, not flexible intermediate bulk containers"
2718,300410,1.059298211148373,"Medicaments: containing penicillins, streptomycins or their derivatives, for therapeutic or prophylactic uses, packaged for retail sale"
2035,210120,1.0583723664097175,"Extracts, essences and concentrates: of tea or mate, and preparations with a basis of these extracts, essences or concentrates or with a basis of tea or mate"
4563,291249,1.057294497453479,"Aldehyde-alcohols, aldehyde-ethers, aldehyde-phenols and aldehydes with other oxygen function: other than vanillin (4-hydroxy-3-methoxybenzaldehyde) and ethylvanillin (3-ethoxy-4-hydroxybenzaldehyde)"
2891,40291,1.0535642795848739,"Dairy produce: milk and cream, concentrated, not containing added sugar or other sweetening matter, other than in powder, granules or other solid forms"
4914,291413,1.0520095986329847,"Ketones: acyclic, without other oxygen function, 4-methylpentan-2-one (methyl isobutyl ketone)"
2065,30285,1.0502303728082298,"Fish: fresh or chilled, seabream (Sparidae), excluding fillets, fish meat of 0304, and edible fish offal of subheadings 0302.91 to 0302.99"
1256,80521,1.046407279830563,"Fruit, edible: mandarins (including tangerines and satsumas), fresh or dried"
4693,10599,1.045695818707936,"Poultry: live, ducks, geese, turkeys and guinea fowls, weighing more than 185g"
2288,411410,1.0410069643767021,Leather: chamois (including combination chamois)
5231,293080,1.0409175937467603,"Organo-sulphur compounds: aldicarb (ISO), captafol (ISO) and methamidophos (ISO)"
1826,610899,1.0400639258348967,"Negligees, bathrobes, dressing gowns and similar articles: women's or girls', of textile materials (other than cotton or man-made fibres), knitted or crocheted"
4555,520611,1.0383308361542118,"Cotton yarn: (not sewing thread), single, of uncombed fibres, less than 85% by weight of cotton, measuring 714.29 decitex or more (not exceeding 14 metric number), not for retail sale"
2805,170290,1.03216472672902,"Sugars: n.e.c. in heading no. 1702, including invert sugar and other sugar and sugar syrup blends containing, in the dry state, 50% by weight of fructose"
2701,521059,1.0288126988928212,"Fabrics, woven: containing less than 85% by weight of cotton, mixed mainly or solely with man-made fibres, weighing 200g/m2 or less, printed, of weaves n.e.c. in item no. 5210.5"
3911,293212,1.0286749221359746,"Heterocyclic compounds: with oxygen hetero-atom(s) only, containing an unfused furan ring (whether or not hydrogenated) in the structure, 2-furaldehyde (furfuraldehyde)"
2317,530911,1.0239514410786261,"Fabrics, woven: of flax, containing 85% or more flax, unbleached or bleached"
3146,250860,1.0223966782272111,Clays (excluding expanded clays of heading no. 6806): mullite
3254,290919,1.0217251583095441,"Ethers: acyclic, and their halogenated, sulphonated, nitrated or nitrosated derivatives, other than diethyl ether"
3097,600644,1.0209409164473189,"Fabrics: knitted or crocheted fabrics, other than those of headings 60.01 to 60.04, of artificial fibres, printed"
2518,611610,1.0170153969113889,"Gloves, mittens and mitts: knitted or crocheted, impregnated, coated or covered with plastics or rubber"
4840,551331,1.0149115915767413,"Fabrics, woven: plain weave, of yarns of different colours, containing less than 85% by weight of polyester staple fibres, mixed mainly or solely with cotton, not exceeding 170g/m2"
4556,600543,1.0128167564868487,"Fabrics: warp knit (including those made on galloon knitting machines), other than those of headings 60.01 to 60.04, of artificial fibres, of yarns of different colours"
4958,551691,1.0088613853008126,"Fabrics, woven: unbleached or bleached, of artificial staple fibres, n.e.c. in heading no. 5516"
3016,160210,1.0088424749063747,"Meat preparations: homogenised preparations of meat, meat offal or blood"
4559,30830,1.0070006843356494,"Aquatic invertebrates: jellyfish (Rhopilema spp.), live, fresh, chilled, frozen, dried, salted or in brine, smoked, whether or not cooked before or during smoking"
4377,290513,1.0047706753308494,"Alcohols: saturated monohydric, butan-1-ol (n-butyl alcohol)"
2615,520829,0.9996244007244197,"Fabrics, woven: containing 85% or more by weight of cotton, bleached, of weaves n.e.c. in item no. 5208.2, weighing not more than 200g/m2"
2121,520832,0.9963301826897082,"Fabrics, woven: containing 85% or more by weight of cotton, dyed, plain weave, weighing more than 100g/m2 but not more than 200g/m2"
4524,520943,0.995745136529723,"Fabrics, woven: containing 85% or more by weight of cotton, of yarns of different colours, 3-thread or 4-thread twill, including cross twill, weighing more than 200g/m2"
1738,220890,0.9955207931046437,"Spirits, liqueurs and other spirituous beverages: n.e.c. in heading no. 2208"
4089,271410,0.9935246573021408,Bituminous or oil shale and tar sands
2351,610729,0.9934549023876953,"Nightshirts and pyjamas: men's or boys', of textile materials (other than cotton or man-made fibres), knitted or crocheted"
4841,10512,0.9896042957530657,"Poultry: live, turkeys, weighing not more than 185g"
4296,293959,0.9853218084129389,"Alkaloids: theophylline and aminophylline (theophylline-ethylenediamine) and their derivatives: salts thereof, other than fenetylline"
2685,370690,0.9853160718212973,"Cinematographic film: exposed and developed, whether or not incorporating a sound track or consisting only of sound track, of a width less than 35mm"
4490,551421,0.9839197933358692,"Fabrics, woven: plain weave, dyed, containing less than 85% by weight of polyester staple fibres, mixed mainly or solely with cotton, exceeding 170g/m2"
124,611420,0.9823166800032881,"Garments: of cotton, knitted or crocheted, n.e.c. in chapter 61"
3091,521225,0.9815542087747098,"Fabrics, woven: of cotton, printed, weighing more than 200g/m2, n.e.c. in chapter 52"
5360,293530,0.9795313958645397,Sulphonamides: N-ethyl-N-(2-hydroxyethyl) perfluorooctane sulphonamide
104,610339,0.979027968236981,"Jackets and blazers: men's or boys', of textile materials (other than wool or fine animal hair, cotton or synthetic fibres), knitted or crocheted"
4376,283525,0.9768750803136053,"Phosphates: calcium hydrogenorthophosphate (dicalcium phosphate), whether or not chemically defined"
2807,210220,0.9752980717763367,"Yeasts: inactive, other single-cell micro-organisms, dead"
3264,380869,0.9738101203392653,"Insecticides: containing goods named in Subheading Note 2 to this Chapter, put up in forms or packings for retail sale or as preparations or articles, in packings of a net weight content exceeding 7.5kg"
2184,843410,0.9725501140158259,Milking machines
3351,890120,0.969219712438121,Tankers
4256,20441,0.9683497794209582,"Meat: of sheep, carcasses and half-carcasses (excluding carcasses and half-carcasses of lamb), frozen"
3905,292142,0.962027638916336,"Amine-function-compounds: aromatic monoamines and their derivatives, aniline derivatives and their salts"
3246,230649,0.9611169876377337,"Oil-cake and other solid residues: whether or not ground or in the form of pellets, resulting from the extraction of rape seed oils (other than low erucic acid rape or colza)"
447,401190,0.9544824845633717,"Rubber: new pneumatic tyres, of a kind used on light commercial vehicles"
126,611595,0.9542848591697057,"Hosiery and footwear: without applied soles, of cotton, knitted or crocheted (excluding graduated compression hosiery, panty hose, tights, full or knee-length hosiery measuring per single yarn less than 67 decitex)"
5109,890610,0.946615283966248,Vessels: warships
4724,870240,0.9442670733819827,"Vehicles: public transport type (carries 10 or more persons, including driver), with only electric motor for propulsion, new or used"
4330,293979,0.9441284131678176,"Alkaloids: of vegetal origin, other than cocaine, ecgonine, levometamfetamine, metamfetamine (INN), metamfetamine racemate: salts, esters and other derivatives: n.e.c. in heading no. 2939"
5047,860500,0.9432471083060991,"Railway or tramway coaches: passenger coaches, luggage vans, post office coaches and other special purpose railway or tramway coaches, not self-propelled (excluding those of heading no. 8604)"
670,930200,0.9426611964185767,Revolvers and pistols: other than those of heading no. 9303 or 9304
3085,151319,0.9408571007688892,"Vegetable oils: coconut (copra) oil and its fractions, other than crude, whether or not refined, but not chemically modified"
1534,520939,0.9386298447032073,"Fabrics, woven: containing 85% or more by weight of cotton, dyed, of weaves n.e.c. in item no. 5209.3, weighing more than 200g/m2"
846,840910,0.9359187024895784,Engines: parts of aircraft engines (spark-ignition reciprocating or rotary internal combustion piston engines)
4355,570220,0.9358664940930997,"Carpets and other textile floor coverings: woven, (not tufted or flocked), whether or not made up, of coconut fibres (coir)"
5089,30233,0.9352534827530311,"Fish: fresh or chilled, skipjack or stripe-bellied bonito, excluding fillets, fish meat of 0304, and edible fish offal of subheadings 0302.91 to 0302.99"
3815,320416,0.9348331468970529,Dyes: reactive dyes and preparations based thereon
3313,731300,0.9313793501042146,"Iron of steel: barbed wire, twisted hoop or single flat wire and loosely twisted double wire, used for fencing"
4999,290391,0.9276471080148894,"Halogenated derivatives of aromatic hydrocarbons: chlorobenzene, o-dichlorobenzene, and p-dichlorobenzene"
380,570291,0.9255288251598871,"Carpets and other textile floor coverings: woven, (not tufted or flocked), of wool or fine animal hair, (not of pile construction), made up, n.e.c. in item no. 5702.10 or 5702.20"
2464,630493,0.9245312508681128,"Furnishing articles: of synthetic fibres, not knitted or crocheted (excluding bedspreads and articles of heading no. 9404)"
3052,900699,0.9200957193431755,"Photographic flashlight apparatus: parts and accessories, for other than cameras"
4470,30249,0.917633400335296,"Fish: fresh or chilled, n.e.c. in item no. 0302.4, excluding fillets, fish meat of 0304, and edible fish offal of subheadings 0302.91 to 0302.99"
1341,910219,0.9162168891655113,"Wrist-watches: electrically operated, with or without a stop-watch, (other than those of heading no. 9101) without mechanical or opto-electronic display"
3373,950621,0.9123342149477686,Sailboards: for water sport
1713,960711,0.9109013872962014,Slide fasteners: fitted with chain scoops of base metal
1210,460129,0.9094969767112242,"Plaiting materials, plaits and similar products of plaiting materials: mats, matting and screens, of vegetable materials other than bamboo or rattan"
5223,281213,0.9086204396684022,Phosphorus trichloride
4290,292229,0.9072843125794096,"Amino-naphthols and other amino-phenols, other than those containing more than one kind of oxygen function, their ethers and esters: salts thereof n.e.c. in item no. 2922.2"
1692,580620,0.9059030941547941,"Fabrics: narrow (excluding pile fabrics), containing by weight 5% or more of elastomeric yarn or rubber thread"
4307,721113,0.9055522315867502,"Iron or non-alloy steel: flat-rolled, hot-rolled, rolled on four faces or in a closed box pass, of a width more than 150mm but less than 600mm, 4mm thick or more, not in coils, without patterns in relief"
5191,292217,0.9052849810211709,"Amino-alcohols, other than those containing more than one kind of oxygen function: their ethers and esters: salts thereof, Methyldiethanolamine and ethyldiethanolamine"
4178,880510,0.9036742935645369,"Aircraft launching gear, deck-arrestor or similar gear and parts thereof"
3090,521142,0.9014765475835987,"Fabrics, woven: containing less than 85% by weight of cotton, mixed mainly or solely with man-made fibres, weighing more than 200g/m2, of yarns of different colours, denim"
3575,30499,0.8992330466445821,"Fish meat, excluding fillets, whether or not minced: frozen, n.e.c. in item no. 0304.9"
3918,300660,0.8983783918257727,"Pharmaceutical goods: chemical contraceptive preparations based on hormones, on other products of heading 2937 or on spermicides"
3516,730120,0.8940973867740017,"Iron or steel: angles, shapes and sections, welded"
3154,284020,0.8940467379315061,Borates: n.e.c. in heading no. 2840
1805,630539,0.8938260102690585,"Sacks and bags: of a kind used for the packing of goods, of man-made textile materials, not of polyethylene or polypropylene strip or the like, not flexible intermediate bulk containers"
1112,910119,0.8932162309876972,"Wrist-watches: electrically operated, with or without a stop-watch, with case of precious metal or metal clad with precious metal, without mechanical display"
202,761290,0.8888431516720223,"Aluminium: casks, drums, cans, boxes and the like for any material (not compressed or liquefied gas), 300l capacity or less, whether or not lined or heat-insulated, no mechanical or thermal equipment"
3796,30711,0.8875984122965804,"Molluscs: oysters, whether in shell or not, live, fresh or chilled"
3987,281390,0.8848592343917889,"Sulphides of non-metals, (excluding carbon): commercial phosphorus trisulphide"
1843,410792,0.8831426221594628,"Leather: further prepared after tanning or crusting, including parchment-dressed, of bovine (including buffalo) or equine animals, without hair on, other than leather of heading 41.14, not whole hides and skins, but including sides, grain splits"
2353,611699,0.8817058914317509,"Gloves, mittens and mitts: of textile materials (other than wool or fine animal hair, cotton or synthetic fibres), knitted or crocheted, (other than impregnated, coated or covered with plastics or rubber)"
4070,440210,0.8806845463168257,"Wood: charcoal of bamboo (including shell or nut charcoal), whether or not agglomerated"
2388,780199,0.8800822344620519,"Lead: unwrought, unrefined, not containing by weight antimony as the principal other element"
1160,50690,0.8760665159889421,"Animal products: bones and horn-cores and powder or waste of such, unworked, defatted, simply prepared (not cut to shape), or treated with acid or degelatinised, n.e.c. in heading no. 0506"
4779,847629,0.8759792121925231,"Machines: automatic beverage-vending machines, not incorporating heating or refrigerating devices"
2546,293626,0.8712166787375625,"Vitamins: vitamin B12 and its derivatives, unmixed"
4167,280511,0.8680159768856737,Alkali or alkali-earth metals: sodium
5323,292423,0.8649575195638332,Cyclic amides (including cyclic carbamates) and their derivatives: 2-acetamidobenzoic acid (N-acetylanthranillic acid) and its salts
1894,20130,0.8614104487871973,"Meat: of bovine animals, boneless cuts, fresh or chilled"
2593,600320,0.8595534131820233,"Fabrics: knitted or crocheted fabrics, other than those of heading 60.01 and 60.02, of a width not exceeding 30 cm, of cotton"
1564,640192,0.8582111474716088,"Footwear: waterproof, covering the ankle (but not the knee), rubber or plastic outer soles and uppers (not assembled by stitch, rivet, nail, screw, plug or similar)"
4770,160231,0.8565362189204946,"Meat preparations: of turkeys, prepared or preserved meat or meat offal (excluding livers and homogenised preparations)"
2496,30631,0.8540342010246064,"Crustaceans: live, fresh or chilled, rock lobsters and other sea crawfish (Palinurus spp., Panulirus spp., Jasus spp.), in shell or not"
735,80440,0.8513619699535,"Fruit, edible: avocados, fresh or dried"
4504,551422,0.8457075446861699,"Fabrics, woven: 3- or 4-thread twill, including cross twill, dyed, containing less than 85% by weight of polyester staple fibres, mixed mainly or solely with cotton, exceeding 170g/m2"
1012,70410,0.8455851190036816,"Vegetables, brassica: cauliflowers and headed broccoli, fresh or chilled"
2519,630619,0.8437972178320269,"Tarpaulins, awnings and sunblinds: of textile materials other than synthetic fibres"
777,621010,0.8401507876330584,Garments: of felt or non-wovens (not knitted or crocheted)
2811,480530,0.8392152921552555,"Paper and paperboard: sulphite wrapping paper, uncoated, in rolls or sheets"
933,621290,0.8376292702648463,"Braces, suspenders, garters and similar articles: whether or not knitted or crocheted, n.e.c. in heading no. 6212"
736,80450,0.8373284371018518,"Fruit, edible: guavas, mangoes and mangosteens, fresh or dried"
3092,540794,0.8363453229061055,"Fabrics, woven: of synthetic filament yarn, printed, n.e.c. in heading no. 5407"
3921,320620,0.8346328985570223,Colouring matter: pigments and preparations based on chromium compounds
1488,610711,0.8337841253031089,"Underpants and briefs: men's or boys', of cotton, knitted or crocheted"
4568,392114,0.8320040282616473,"Plastics: plates, sheets, film, foil and strip, of regenerated cellulose, cellular"
3563,292119,0.8318452081493403,"Amine-function compounds: acyclic monoamines and their derivatives, and salts thereof, n.e.c. in item no. 2921.1"
2600,890190,0.8306415038854363,"Vessels: n.e.c. in heading no. 8901, for the transport of goods and other vessels for the transport of both persons and goods"
1901,70529,0.8297483590990896,"Vegetables: chicory (cichorium spp.), (other than witloof chicory), fresh or chilled"
254,220870,0.82895635438477,Liqueurs and cordials
3621,550953,0.8288987566925667,"Yarn: (not sewing thread), of polyester staple fibres, mixed mainly or solely with cotton, not put up for retail sale"
1119,91012,0.8255553929922592,"Spices: ginger, crushed or ground"
1963,551442,0.8252910335917387,"Fabrics, woven: 3- or 4-thread twill, including cross twill, printed, containing less than 85% by weight of polyester staple fibres, mixed mainly or solely with cotton, exceeding 170g/m2"
3082,890690,0.8246149378671351,"Vessels: other, including lifeboats other than rowing boats, other than warships"
4500,521049,0.8244511893904843,"Fabrics, woven: containing less than 85% by weight of cotton, mixed mainly or solely with man-made fibres, weighing 200g/m2 or less, of yarns of different colours, of weaves n.e.c. in item no. 5210.4"
4594,291090,0.822721317141613,"Epoxides, epoxyalcohols, epoxyphenols and epoxyethers: with a three-membered ring and their halogenated, sulphonated, nitrated or nitrosated derivatives, n.e.c. in heading no. 2910"
3067,701322,0.8217187881768752,"Stemware drinking glasses, of lead crystal"
925,640220,0.8186110467070156,"Footwear: with outer soles and uppers of rubber or plastics, upper straps or thongs assembled to the sole by plugs"
3273,520790,0.8159795977224238,"Cotton yarn: (not sewing thread), containing less than 85% by weight of cotton, put up for retail sale"
168,630251,0.8133440015612831,"Table linen: of cotton, not knitted or crocheted"
3285,580640,0.8094485348386948,"Fabrics: narrow woven, consisting of warp without weft, assembled by means of an adhesive (bolducs)"
3705,721061,0.8084778309212914,"Iron or non-alloy steel: flat-rolled, width 600mm or more, plated or coated with aluminium zinc-alloys"
949,520859,0.7998431535857505,"Fabrics, woven: containing 85% or more by weight of cotton, printed, of weaves n.e.c. in item no. 5208.5, weighing not more than 200g/m2"
4168,290522,0.799587384944421,"Alcohols: unsaturated monohydric, acyclic terpene alcohols"
3535,70992,0.799406614942273,"Vegetables: olives, fresh or chilled"
5167,21092,0.797610062874101,"Meat and edible meat offal: salted, in brine, dried or smoked: edible flours, meals of meat or meat offal, of whales, dolphins, porpoises (of order Cetacea): manatees, dugongs (of order Sirenia): seals, sea lions, and walruses (of suborder Pinnipedia)"
598,140490,0.7969295998674863,Vegetable products: n.e.c. in chapter 14
3004,580810,0.7964048348465702,Braids: in the piece
93,420310,0.7958919455744591,"Apparel: articles of apparel, of leather or of composition leather"
4880,293331,0.7947594261947247,"Heterocyclic compounds: containing an unfused pyridine ring (whether or not hydrogenated) in the structure, pyridine and its salts"
4875,284030,0.794328195395091,Peroxoborates (perborates)
5368,293540,0.7898561577591813,Sulphonamides: N-(2-hydroxyethyl)-N-methylperfluorooctane sulphonamide
957,391723,0.7895529668888438,"Plastics: tubes, pipes and hoses thereof, rigid, of polymers of vinyl chloride"
4718,20726,0.7871807367984911,"Meat and edible offal: of turkeys, cuts and offal, fresh or chilled"
5328,293133,0.7865468226574388,"Organo-inorganic compounds: organo-phosphorus derivatives, diethyl ethylphosphonate"
849,854430,0.7852184783715896,"Insulated electric conductors: ignition wiring sets and other wiring sets of a kind used in vehicles, aircraft or ships"
2643,30616,0.7818950664065012,"Crustaceans: frozen, cold-water shrimps and prawns (Pandalus spp., Crangon crangon), in shell or not, smoked, cooked or not before or during smoking: in shell, cooked by steaming or by boiling in water"
466,620112,0.7783522229011004,"Coats: men's or boys', overcoats, raincoats, car-coats, capes, cloaks and similar articles, of cotton, other than those of heading no. 6203 (not knitted or crocheted)"
2886,821420,0.7781009475817346,Manicure or pedicure sets and instruments: (including nail files)
4152,890110,0.7767784934145768,"Cruise ships, excursion boats and similar vessels, principally designed for the transport of persons, ferry boats of all kinds"
4139,520811,0.7761421853605176,"Fabrics, woven: containing 85% or more by weight of cotton, unbleached, plain weave, weighing not more than 100g/m2"
4580,860210,0.7751411435113353,Rail locomotives: diesel-electric powered
1511,210111,0.7737551106060478,"Extracts, essences and concentrates: of coffee, and preparations with a basis of these extracts, essences or concentrates or with a basis of coffee"
4736,290260,0.7731777962028679,Cyclic hydrocarbons: ethylbenzene
5344,292424,0.7710317719262482,Cyclic amides (including cyclic carbamates) and their derivatives: ethinamate and its salts
2835,630800,0.7681847126850908,"Fabrics, woven and yarn: in sets, whether or not with accessories, for making up into rugs, tapestries, embroidered table cloths or serviettes or similar textile articles, packaged for retail sale"
267,210390,0.7658790346260232,Sauces and preparations therefor: mixed condiments and mixed seasonings
1533,520852,0.7581553298642021,"Fabrics, woven: containing 85% or more by weight of cotton, printed, plain weave, weighing more than 100g/m2 but not more than 200g/m2"
1327,890590,0.7578492302918407,"Vessels: light, fire-floats, floating cranes and other vessels, the navigability of which is subsidiary to their main function, floating docks"
2645,30636,0.756711156142952,"Crustaceans: live, fresh or chilled, shrimps and prawns excluding cold-water varieties, in shell or not"
114,610620,0.7567098623307521,"Blouses, shirts and shirt-blouses: women's or girls', of man-made fibres, knitted or crocheted"
3262,350520,0.7559270157393144,"Glues: based on starches, or on dextrins or other modified starches"
1211,460199,0.7546681691445385,"Plaiting materials, plaits and similar products of plaiting materials: products of non-vegetable materials"
4321,844621,0.7539624950764181,"Weaving machines (looms): for weaving fabrics of a width exceeding 30cm, shuttle type, power looms"
2902,290371,0.750312229921914,Halogenated derivatives of acyclic hydrocarbons containing two or more different halogens: chlorodifluoromethane
5088,382481,0.746613147679764,"Chemical products, mixtures and preparations: containing goods specified in Subheading Note 3 to this Chapter: containing oxirane (ethylene oxide)"
117,610910,0.7449694723682985,"T-shirts, singlets and other vests: of cotton, knitted or crocheted"
1155,20220,0.7442147944805368,"Meat: of bovine animals, cuts with bone in (excluding carcasses and half-carcasses), frozen"
2132,580790,0.7430482593472718,"Labels, badges and similar articles: (other than woven), of textile materials, in the piece, in strips or cut to shape or size, not embroidered"
1922,330210,0.7427640278866783,Odoriferous substances and mixtures: of a kind used in the food or drink industries
1771,843840,0.7425898807694598,"Machinery: industrial, brewery machinery"
5206,551631,0.7424775566624574,"Fabrics, woven: unbleached or bleached, containing less than 85% by weight of artificial staple fibres, mixed mainly or solely with wool or fine animal hair"
5230,292114,0.7413614359359766,"Amine-function compounds: acyclic monoamines and their derivatives, and salts thereof, 2-(N,N-Diisopropylamino)ethylchloride hydrochloride"
133,620219,0.7393179102053561,"Coats: women's or girls', overcoats, raincoats, car-coats, capes, cloaks and similar articles, of textile materials (other than wool or fine animal hair, cotton or man-made fibres), other than those of heading no. 6204 (not knitted or crocheted)"
1228,720449,0.7377372883539957,Ferrous waste and scrap: n.e.c. in heading no. 7204
4753,844711,0.7374693984932076,"Knitting machines: circular, with cylinder diameter not exceeding 165mm"
742,121293,0.7357791961750413,"Sugar cane: fit for human consumption, fresh, chilled, frozen or dried, whether or not ground"
1206,410210,0.7357253203768468,"Skins: raw, of sheep or lambs, fresh, or salted, dried, limed, pickled or otherwise preserved, (but not tanned, parchment-dressed or further prepared), with wool on"
4233,290729,0.7355470729635759,Phenol-alcohols and polyphenols n.e.c. in item number 2907.2
4334,200941,0.7351760342191594,"Juice: pineapple, of a Brix value not exceeding 20, unfermented, (not containing added spirit), whether or not containing added sugar or other sweetening matter"
961,610329,0.735100705124857,"Ensembles: men's or boys', of textile materials (other than cotton or synthetic fibres), knitted or crocheted"
5232,290242,0.7340648254460675,Cyclic hydrocarbons: m-xylene
194,711620,0.732212842983382,"Stones: precious or semi-precious stones (natural, synthetic or reconstructed) articles of"
4754,30235,0.7316765738122535,"Fish: fresh or chilled, Atlantic and Pacific bluefin tunas (Thunnus thynnus, Thunnus orientalis), excluding fillets, fish meat of 0304, and edible fish offal of subheadings 0302.91 to 0302.99"
4851,282010,0.7306543610777189,Manganese dioxide
4585,262099,0.7281667405732235,"Slag, ash and residues: (not from the manufacture of iron or steel), containing mainly metals or their compounds, n.e.c. in heading no. 2620"
2974,321310,0.7278215850548846,"Colours: in sets, of a kind used by artists, students or signboard painters"
2470,292910,0.7254838029194999,"Nitrogen-function compounds: n.e.c. in chapter 29, isocyanates"
465,611599,0.7252040271332727,"Hosiery and footwear: without applied soles, of textile materials n.e.c. in item no. 6115.9, knitted or crocheted (excluding graduated compression hosiery, panty hose, tights, full or knee-length hosiery measuring per single yarn less than 67 decitex)"
23,80290,0.7248106145286894,"Nuts, edible: n.e.c. in heading no. 0801 and 0802, fresh or dried, whether or not shelled or peeled"
